Clicks,Impressions,TotalImpressions,Method,RecommendationSizePercent,RecommendationSize,Timestamp,Alpha
0.0,59.0,460000.0,NN_AdagradOptimizer,0.02,58336,1529485209.0,0.02
1.0,447.0,470000.0,NN_AdagradOptimizer,0.02,58336,1529485282.0,0.02
3.0,822.0,480000.0,NN_AdagradOptimizer,0.02,58336,1529485354.0,0.02
3.0,1168.0,490000.0,NN_AdagradOptimizer,0.02,58336,1529485426.0,0.02
3.0,1496.0,500000.0,NN_AdagradOptimizer,0.02,58336,1529485500.0,0.02
4.0,1848.0,510000.0,NN_AdagradOptimizer,0.02,58336,1529485578.0,0.02
5.0,2191.0,520000.0,NN_AdagradOptimizer,0.02,58336,1529485659.0,0.02
5.0,2531.0,530000.0,NN_AdagradOptimizer,0.02,58336,1529485742.0,0.02
7.0,2894.0,540000.0,NN_AdagradOptimizer,0.02,58336,1529485823.0,0.02
7.0,3256.0,550000.0,NN_AdagradOptimizer,0.02,58336,1529485906.0,0.02
8.0,3592.0,560000.0,NN_AdagradOptimizer,0.02,58336,1529485990.0,0.02
8.0,3943.0,570000.0,NN_AdagradOptimizer,0.02,58336,1529486075.0,0.02
8.0,4300.0,580000.0,NN_AdagradOptimizer,0.02,58336,1529486160.0,0.02
8.0,4604.0,590000.0,NN_AdagradOptimizer,0.02,58336,1529486245.0,0.02
9.0,4953.0,600000.0,NN_AdagradOptimizer,0.02,58336,1529486326.0,0.02
9.0,5291.0,610000.0,NN_AdagradOptimizer,0.02,58336,1529486407.0,0.02
9.0,5627.0,620000.0,NN_AdagradOptimizer,0.02,58336,1529486488.0,0.02
10.0,5973.0,630000.0,NN_AdagradOptimizer,0.02,58336,1529486569.0,0.02
10.0,6298.0,640000.0,NN_AdagradOptimizer,0.02,58336,1529486652.0,0.02
11.0,6595.0,650000.0,NN_AdagradOptimizer,0.02,58336,1529486734.0,0.02
13.0,6935.0,660000.0,NN_AdagradOptimizer,0.02,58336,1529486817.0,0.02
13.0,7266.0,670000.0,NN_AdagradOptimizer,0.02,58336,1529486899.0,0.02
13.0,7616.0,680000.0,NN_AdagradOptimizer,0.02,58336,1529486983.0,0.02
15.0,8003.0,690000.0,NN_AdagradOptimizer,0.02,58336,1529487066.0,0.02
16.0,8300.0,700000.0,NN_AdagradOptimizer,0.02,58336,1529487149.0,0.02
17.0,8604.0,710000.0,NN_AdagradOptimizer,0.02,58336,1529487230.0,0.02
19.0,8920.0,720000.0,NN_AdagradOptimizer,0.02,58336,1529487314.0,0.02
19.0,9274.0,730000.0,NN_AdagradOptimizer,0.02,58336,1529487394.0,0.02
19.0,9612.0,740000.0,NN_AdagradOptimizer,0.02,58336,1529487472.0,0.02
19.0,9950.0,750000.0,NN_AdagradOptimizer,0.02,58336,1529487552.0,0.02
19.0,10265.0,760000.0,NN_AdagradOptimizer,0.02,58336,1529487630.0,0.02
20.0,10636.0,770000.0,NN_AdagradOptimizer,0.02,58336,1529487708.0,0.02
20.0,11001.0,780000.0,NN_AdagradOptimizer,0.02,58336,1529487789.0,0.02
20.0,11376.0,790000.0,NN_AdagradOptimizer,0.02,58336,1529487870.0,0.02
20.0,11695.0,800000.0,NN_AdagradOptimizer,0.02,58336,1529487950.0,0.02
21.0,12014.0,810000.0,NN_AdagradOptimizer,0.02,58336,1529488030.0,0.02
21.0,12382.0,820000.0,NN_AdagradOptimizer,0.02,58336,1529488109.0,0.02
22.0,12711.0,830000.0,NN_AdagradOptimizer,0.02,58336,1529488188.0,0.02
23.0,13067.0,840000.0,NN_AdagradOptimizer,0.02,58336,1529488267.0,0.02
24.0,13466.0,850000.0,NN_AdagradOptimizer,0.02,58336,1529488344.0,0.02
25.0,13818.0,860000.0,NN_AdagradOptimizer,0.02,58336,1529488423.0,0.02
25.0,14172.0,870000.0,NN_AdagradOptimizer,0.02,58336,1529488503.0,0.02
27.0,14486.0,880000.0,NN_AdagradOptimizer,0.02,58336,1529488582.0,0.02
28.0,14822.0,890000.0,NN_AdagradOptimizer,0.02,58336,1529488662.0,0.02
28.0,15174.0,900000.0,NN_AdagradOptimizer,0.02,58336,1529488741.0,0.02
29.0,15466.0,910000.0,NN_AdagradOptimizer,0.02,58336,1529488819.0,0.02
29.0,15540.0,920000.0,NN_AdagradOptimizer,0.02,58336,1529488893.0,0.02
29.0,15594.0,930000.0,NN_AdagradOptimizer,0.02,58336,1529488965.0,0.02
29.0,15672.0,940000.0,NN_AdagradOptimizer,0.02,58336,1529489033.0,0.02
29.0,15756.0,950000.0,NN_AdagradOptimizer,0.02,58336,1529489099.0,0.02
29.0,15827.0,960000.0,NN_AdagradOptimizer,0.02,58336,1529489162.0,0.02
29.0,15889.0,970000.0,NN_AdagradOptimizer,0.02,58336,1529489226.0,0.02
29.0,15957.0,980000.0,NN_AdagradOptimizer,0.02,58336,1529489288.0,0.02
29.0,16042.0,990000.0,NN_AdagradOptimizer,0.02,58336,1529489350.0,0.02
29.0,16097.0,1000000.0,NN_AdagradOptimizer,0.02,58336,1529489410.0,0.02
29.0,16155.0,1010000.0,NN_AdagradOptimizer,0.02,58336,1529489472.0,0.02
29.0,16213.0,1020000.0,NN_AdagradOptimizer,0.02,58336,1529489534.0,0.02
29.0,16289.0,1030000.0,NN_AdagradOptimizer,0.02,58336,1529489596.0,0.02
29.0,16350.0,1040000.0,NN_AdagradOptimizer,0.02,58336,1529489659.0,0.02
29.0,16419.0,1050000.0,NN_AdagradOptimizer,0.02,58336,1529489721.0,0.02
29.0,16496.0,1060000.0,NN_AdagradOptimizer,0.02,58336,1529489782.0,0.02
29.0,16581.0,1070000.0,NN_AdagradOptimizer,0.02,58336,1529489846.0,0.02
29.0,16630.0,1080000.0,NN_AdagradOptimizer,0.02,58336,1529489910.0,0.02
29.0,16698.0,1090000.0,NN_AdagradOptimizer,0.02,58336,1529489972.0,0.02
29.0,16760.0,1100000.0,NN_AdagradOptimizer,0.02,58336,1529490034.0,0.02
29.0,16829.0,1110000.0,NN_AdagradOptimizer,0.02,58336,1529490096.0,0.02
30.0,16888.0,1120000.0,NN_AdagradOptimizer,0.02,58336,1529490158.0,0.02
30.0,16957.0,1130000.0,NN_AdagradOptimizer,0.02,58336,1529490220.0,0.02
30.0,17000.0,1140000.0,NN_AdagradOptimizer,0.02,58336,1529490283.0,0.02
30.0,17063.0,1150000.0,NN_AdagradOptimizer,0.02,58336,1529490346.0,0.02
30.0,17131.0,1160000.0,NN_AdagradOptimizer,0.02,58336,1529490408.0,0.02
30.0,17212.0,1170000.0,NN_AdagradOptimizer,0.02,58336,1529490471.0,0.02
30.0,17295.0,1180000.0,NN_AdagradOptimizer,0.02,58336,1529490534.0,0.02
30.0,17379.0,1190000.0,NN_AdagradOptimizer,0.02,58336,1529490599.0,0.02
30.0,17454.0,1200000.0,NN_AdagradOptimizer,0.02,58336,1529490664.0,0.02
30.0,17543.0,1210000.0,NN_AdagradOptimizer,0.02,58336,1529490730.0,0.02
30.0,17629.0,1220000.0,NN_AdagradOptimizer,0.02,58336,1529490795.0,0.02
30.0,17702.0,1230000.0,NN_AdagradOptimizer,0.02,58336,1529490860.0,0.02
30.0,17788.0,1240000.0,NN_AdagradOptimizer,0.02,58336,1529490923.0,0.02
30.0,17870.0,1250000.0,NN_AdagradOptimizer,0.02,58336,1529490984.0,0.02
30.0,17954.0,1260000.0,NN_AdagradOptimizer,0.02,58336,1529491047.0,0.02
30.0,18052.0,1270000.0,NN_AdagradOptimizer,0.02,58336,1529491110.0,0.02
31.0,18132.0,1280000.0,NN_AdagradOptimizer,0.02,58336,1529491174.0,0.02
31.0,18211.0,1290000.0,NN_AdagradOptimizer,0.02,58336,1529491238.0,0.02
31.0,18295.0,1300000.0,NN_AdagradOptimizer,0.02,58336,1529491304.0,0.02
31.0,18378.0,1310000.0,NN_AdagradOptimizer,0.02,58336,1529491370.0,0.02
31.0,18448.0,1320000.0,NN_AdagradOptimizer,0.02,58336,1529491436.0,0.02
31.0,18514.0,1330000.0,NN_AdagradOptimizer,0.02,58336,1529491503.0,0.02
31.0,18574.0,1340000.0,NN_AdagradOptimizer,0.02,58336,1529491568.0,0.02
31.0,18646.0,1350000.0,NN_AdagradOptimizer,0.02,58336,1529491638.0,0.02
31.0,18714.0,1360000.0,NN_AdagradOptimizer,0.02,58336,1529491708.0,0.02
31.0,18775.0,1370000.0,NN_AdagradOptimizer,0.02,58336,1529491779.0,0.02
32.0,18835.0,1380000.0,NN_AdagradOptimizer,0.02,58336,1529491851.0,0.02
32.0,18906.0,1390000.0,NN_AdagradOptimizer,0.02,58336,1529491921.0,0.02
32.0,18978.0,1400000.0,NN_AdagradOptimizer,0.02,58336,1529491993.0,0.02
32.0,19058.0,1410000.0,NN_AdagradOptimizer,0.02,58336,1529492066.0,0.02
32.0,19151.0,1420000.0,NN_AdagradOptimizer,0.02,58336,1529492140.0,0.02
32.0,19240.0,1430000.0,NN_AdagradOptimizer,0.02,58336,1529492215.0,0.02
32.0,19331.0,1440000.0,NN_AdagradOptimizer,0.02,58336,1529492289.0,0.02
32.0,19405.0,1450000.0,NN_AdagradOptimizer,0.02,58336,1529492368.0,0.02
32.0,19486.0,1460000.0,NN_AdagradOptimizer,0.02,58336,1529492448.0,0.02
32.0,19581.0,1470000.0,NN_AdagradOptimizer,0.02,58336,1529492529.0,0.02
32.0,19666.0,1480000.0,NN_AdagradOptimizer,0.02,58336,1529492610.0,0.02
32.0,19767.0,1490000.0,NN_AdagradOptimizer,0.02,58336,1529492694.0,0.02
33.0,19835.0,1500000.0,NN_AdagradOptimizer,0.02,58336,1529492774.0,0.02
33.0,19931.0,1510000.0,NN_AdagradOptimizer,0.02,58336,1529492855.0,0.02
33.0,20032.0,1520000.0,NN_AdagradOptimizer,0.02,58336,1529492937.0,0.02
33.0,20133.0,1530000.0,NN_AdagradOptimizer,0.02,58336,1529493020.0,0.02
33.0,20229.0,1540000.0,NN_AdagradOptimizer,0.02,58336,1529493104.0,0.02
33.0,20306.0,1550000.0,NN_AdagradOptimizer,0.02,58336,1529493186.0,0.02
34.0,20388.0,1560000.0,NN_AdagradOptimizer,0.02,58336,1529493270.0,0.02
35.0,20463.0,1570000.0,NN_AdagradOptimizer,0.02,58336,1529493356.0,0.02
35.0,20572.0,1580000.0,NN_AdagradOptimizer,0.02,58336,1529493442.0,0.02
35.0,20672.0,1590000.0,NN_AdagradOptimizer,0.02,58336,1529493526.0,0.02
35.0,20765.0,1600000.0,NN_AdagradOptimizer,0.02,58336,1529493611.0,0.02
35.0,20862.0,1610000.0,NN_AdagradOptimizer,0.02,58336,1529493697.0,0.02
35.0,20945.0,1620000.0,NN_AdagradOptimizer,0.02,58336,1529493781.0,0.02
35.0,21049.0,1630000.0,NN_AdagradOptimizer,0.02,58336,1529493863.0,0.02
35.0,21140.0,1640000.0,NN_AdagradOptimizer,0.02,58336,1529493948.0,0.02
36.0,21222.0,1650000.0,NN_AdagradOptimizer,0.02,58336,1529494031.0,0.02
36.0,21327.0,1660000.0,NN_AdagradOptimizer,0.02,58336,1529494116.0,0.02
36.0,21400.0,1670000.0,NN_AdagradOptimizer,0.02,58336,1529494204.0,0.02
36.0,21494.0,1680000.0,NN_AdagradOptimizer,0.02,58336,1529494290.0,0.02
36.0,21567.0,1690000.0,NN_AdagradOptimizer,0.02,58336,1529494376.0,0.02
36.0,21654.0,1700000.0,NN_AdagradOptimizer,0.02,58336,1529494462.0,0.02
36.0,21748.0,1710000.0,NN_AdagradOptimizer,0.02,58336,1529494551.0,0.02
36.0,21836.0,1720000.0,NN_AdagradOptimizer,0.02,58336,1529494637.0,0.02
37.0,21950.0,1730000.0,NN_AdagradOptimizer,0.02,58336,1529494722.0,0.02
37.0,22053.0,1740000.0,NN_AdagradOptimizer,0.02,58336,1529494810.0,0.02
37.0,22152.0,1750000.0,NN_AdagradOptimizer,0.02,58336,1529494897.0,0.02
37.0,22242.0,1760000.0,NN_AdagradOptimizer,0.02,58336,1529494986.0,0.02
37.0,22338.0,1770000.0,NN_AdagradOptimizer,0.02,58336,1529495075.0,0.02
37.0,22419.0,1780000.0,NN_AdagradOptimizer,0.02,58336,1529495164.0,0.02
37.0,22521.0,1790000.0,NN_AdagradOptimizer,0.02,58336,1529495253.0,0.02
37.0,22626.0,1800000.0,NN_AdagradOptimizer,0.02,58336,1529495344.0,0.02
38.0,22723.0,1810000.0,NN_AdagradOptimizer,0.02,58336,1529495435.0,0.02
38.0,22804.0,1820000.0,NN_AdagradOptimizer,0.02,58336,1529495529.0,0.02
38.0,22925.0,1830000.0,NN_AdagradOptimizer,0.02,58336,1529495626.0,0.02
38.0,23034.0,1840000.0,NN_AdagradOptimizer,0.02,58336,1529495724.0,0.02
39.0,23163.0,1850000.0,NN_AdagradOptimizer,0.02,58336,1529495824.0,0.02
41.0,23282.0,1860000.0,NN_AdagradOptimizer,0.02,58336,1529495927.0,0.02
41.0,23385.0,1870000.0,NN_AdagradOptimizer,0.02,58336,1529496027.0,0.02
41.0,23500.0,1880000.0,NN_AdagradOptimizer,0.02,58336,1529496130.0,0.02
42.0,23603.0,1890000.0,NN_AdagradOptimizer,0.02,58336,1529496231.0,0.02
42.0,23681.0,1900000.0,NN_AdagradOptimizer,0.02,58336,1529496335.0,0.02
43.0,23774.0,1910000.0,NN_AdagradOptimizer,0.02,58336,1529496441.0,0.02
43.0,23880.0,1920000.0,NN_AdagradOptimizer,0.02,58336,1529496550.0,0.02
43.0,23988.0,1930000.0,NN_AdagradOptimizer,0.02,58336,1529496655.0,0.02
44.0,24126.0,1940000.0,NN_AdagradOptimizer,0.02,58336,1529496762.0,0.02
44.0,24254.0,1950000.0,NN_AdagradOptimizer,0.02,58336,1529496866.0,0.02
44.0,24384.0,1960000.0,NN_AdagradOptimizer,0.02,58336,1529496967.0,0.02
44.0,24494.0,1970000.0,NN_AdagradOptimizer,0.02,58336,1529497068.0,0.02
44.0,24584.0,1980000.0,NN_AdagradOptimizer,0.02,58336,1529497168.0,0.02
44.0,24700.0,1990000.0,NN_AdagradOptimizer,0.02,58336,1529497267.0,0.02
44.0,24785.0,2000000.0,NN_AdagradOptimizer,0.02,58336,1529497367.0,0.02
45.0,24878.0,2010000.0,NN_AdagradOptimizer,0.02,58336,1529497467.0,0.02
45.0,25001.0,2020000.0,NN_AdagradOptimizer,0.02,58336,1529497571.0,0.02
45.0,25096.0,2030000.0,NN_AdagradOptimizer,0.02,58336,1529497673.0,0.02
46.0,25208.0,2040000.0,NN_AdagradOptimizer,0.02,58336,1529497772.0,0.02
46.0,25298.0,2050000.0,NN_AdagradOptimizer,0.02,58336,1529497873.0,0.02
46.0,25381.0,2060000.0,NN_AdagradOptimizer,0.02,58336,1529497977.0,0.02
46.0,25487.0,2070000.0,NN_AdagradOptimizer,0.02,58336,1529498080.0,0.02
47.0,25595.0,2080000.0,NN_AdagradOptimizer,0.02,58336,1529498182.0,0.02
47.0,25709.0,2090000.0,NN_AdagradOptimizer,0.02,58336,1529498282.0,0.02
49.0,25808.0,2100000.0,NN_AdagradOptimizer,0.02,58336,1529498384.0,0.02
49.0,25916.0,2110000.0,NN_AdagradOptimizer,0.02,58336,1529498486.0,0.02
49.0,26021.0,2120000.0,NN_AdagradOptimizer,0.02,58336,1529498586.0,0.02
49.0,26121.0,2130000.0,NN_AdagradOptimizer,0.02,58336,1529498688.0,0.02
49.0,26221.0,2140000.0,NN_AdagradOptimizer,0.02,58336,1529498786.0,0.02
49.0,26343.0,2150000.0,NN_AdagradOptimizer,0.02,58336,1529498886.0,0.02
50.0,26447.0,2160000.0,NN_AdagradOptimizer,0.02,58336,1529498982.0,0.02
50.0,26513.0,2170000.0,NN_AdagradOptimizer,0.02,58336,1529499077.0,0.02
50.0,26621.0,2180000.0,NN_AdagradOptimizer,0.02,58336,1529499170.0,0.02
50.0,26692.0,2190000.0,NN_AdagradOptimizer,0.02,58336,1529499265.0,0.02
50.0,26796.0,2200000.0,NN_AdagradOptimizer,0.02,58336,1529499357.0,0.02
50.0,26909.0,2210000.0,NN_AdagradOptimizer,0.02,58336,1529499453.0,0.02
50.0,27006.0,2220000.0,NN_AdagradOptimizer,0.02,58336,1529499550.0,0.02
50.0,27113.0,2230000.0,NN_AdagradOptimizer,0.02,58336,1529499644.0,0.02
51.0,27205.0,2240000.0,NN_AdagradOptimizer,0.02,58336,1529499740.0,0.02
51.0,27296.0,2250000.0,NN_AdagradOptimizer,0.02,58336,1529499837.0,0.02
52.0,27401.0,2260000.0,NN_AdagradOptimizer,0.02,58336,1529499935.0,0.02
53.0,27468.0,2270000.0,NN_AdagradOptimizer,0.02,58336,1529500037.0,0.02
53.0,27554.0,2280000.0,NN_AdagradOptimizer,0.02,58336,1529500139.0,0.02
53.0,27656.0,2290000.0,NN_AdagradOptimizer,0.02,58336,1529500240.0,0.02
53.0,27765.0,2300000.0,NN_AdagradOptimizer,0.02,58336,1529500341.0,0.02
53.0,27859.0,2310000.0,NN_AdagradOptimizer,0.02,58336,1529500444.0,0.02
53.0,27956.0,2320000.0,NN_AdagradOptimizer,0.02,58336,1529500548.0,0.02
53.0,28078.0,2330000.0,NN_AdagradOptimizer,0.02,58336,1529500653.0,0.02
54.0,28191.0,2340000.0,NN_AdagradOptimizer,0.02,58336,1529500754.0,0.02
54.0,28286.0,2350000.0,NN_AdagradOptimizer,0.02,58336,1529500855.0,0.02
56.0,28354.0,2360000.0,NN_AdagradOptimizer,0.02,58336,1529500958.0,0.02
56.0,28460.0,2370000.0,NN_AdagradOptimizer,0.02,58336,1529501064.0,0.02
57.0,28544.0,2380000.0,NN_AdagradOptimizer,0.02,58336,1529501171.0,0.02
57.0,28644.0,2390000.0,NN_AdagradOptimizer,0.02,58336,1529501276.0,0.02
57.0,28746.0,2400000.0,NN_AdagradOptimizer,0.02,58336,1529501383.0,0.02
57.0,28864.0,2410000.0,NN_AdagradOptimizer,0.02,58336,1529501489.0,0.02
57.0,28960.0,2420000.0,NN_AdagradOptimizer,0.02,58336,1529501593.0,0.02
57.0,29054.0,2430000.0,NN_AdagradOptimizer,0.02,58336,1529501694.0,0.02
57.0,29144.0,2440000.0,NN_AdagradOptimizer,0.02,58336,1529501795.0,0.02
57.0,29224.0,2450000.0,NN_AdagradOptimizer,0.02,58336,1529501896.0,0.02
58.0,29317.0,2460000.0,NN_AdagradOptimizer,0.02,58336,1529502003.0,0.02
58.0,29407.0,2470000.0,NN_AdagradOptimizer,0.02,58336,1529502109.0,0.02
59.0,29512.0,2480000.0,NN_AdagradOptimizer,0.02,58336,1529502218.0,0.02
59.0,29631.0,2490000.0,NN_AdagradOptimizer,0.02,58336,1529502326.0,0.02
59.0,29720.0,2500000.0,NN_AdagradOptimizer,0.02,58336,1529502432.0,0.02
59.0,29801.0,2510000.0,NN_AdagradOptimizer,0.02,58336,1529502542.0,0.02
59.0,29903.0,2520000.0,NN_AdagradOptimizer,0.02,58336,1529502648.0,0.02
59.0,30015.0,2530000.0,NN_AdagradOptimizer,0.02,58336,1529502758.0,0.02
59.0,30135.0,2540000.0,NN_AdagradOptimizer,0.02,58336,1529502867.0,0.02
60.0,30245.0,2550000.0,NN_AdagradOptimizer,0.02,58336,1529502966.0,0.02
60.0,30334.0,2560000.0,NN_AdagradOptimizer,0.02,58336,1529503060.0,0.02
60.0,30414.0,2570000.0,NN_AdagradOptimizer,0.02,58336,1529503154.0,0.02
60.0,30516.0,2580000.0,NN_AdagradOptimizer,0.02,58336,1529503249.0,0.02
60.0,30614.0,2590000.0,NN_AdagradOptimizer,0.02,58336,1529503347.0,0.02
60.0,30703.0,2600000.0,NN_AdagradOptimizer,0.02,58336,1529503444.0,0.02
60.0,30797.0,2610000.0,NN_AdagradOptimizer,0.02,58336,1529503539.0,0.02
60.0,30880.0,2620000.0,NN_AdagradOptimizer,0.02,58336,1529503635.0,0.02
60.0,30974.0,2630000.0,NN_AdagradOptimizer,0.02,58336,1529503729.0,0.02
60.0,31054.0,2640000.0,NN_AdagradOptimizer,0.02,58336,1529503826.0,0.02
62.0,31148.0,2650000.0,NN_AdagradOptimizer,0.02,58336,1529503917.0,0.02
63.0,31246.0,2660000.0,NN_AdagradOptimizer,0.02,58336,1529504012.0,0.02
63.0,31352.0,2670000.0,NN_AdagradOptimizer,0.02,58336,1529504104.0,0.02
64.0,31443.0,2680000.0,NN_AdagradOptimizer,0.02,58336,1529504198.0,0.02
64.0,31518.0,2690000.0,NN_AdagradOptimizer,0.02,58336,1529504289.0,0.02
65.0,31612.0,2700000.0,NN_AdagradOptimizer,0.02,58336,1529504380.0,0.02
66.0,31713.0,2710000.0,NN_AdagradOptimizer,0.02,58336,1529504474.0,0.02
66.0,31819.0,2720000.0,NN_AdagradOptimizer,0.02,58336,1529504565.0,0.02
67.0,31905.0,2730000.0,NN_AdagradOptimizer,0.02,58336,1529504659.0,0.02
67.0,31994.0,2740000.0,NN_AdagradOptimizer,0.02,58336,1529504756.0,0.02
67.0,32069.0,2750000.0,NN_AdagradOptimizer,0.02,58336,1529504851.0,0.02
68.0,32171.0,2760000.0,NN_AdagradOptimizer,0.02,58336,1529504947.0,0.02
68.0,32278.0,2770000.0,NN_AdagradOptimizer,0.02,58336,1529505043.0,0.02
68.0,32388.0,2780000.0,NN_AdagradOptimizer,0.02,58336,1529505140.0,0.02
69.0,32482.0,2790000.0,NN_AdagradOptimizer,0.02,58336,1529505239.0,0.02
69.0,32585.0,2800000.0,NN_AdagradOptimizer,0.02,58336,1529505335.0,0.02
69.0,32671.0,2810000.0,NN_AdagradOptimizer,0.02,58336,1529505433.0,0.02
69.0,32762.0,2820000.0,NN_AdagradOptimizer,0.02,58336,1529505528.0,0.02
69.0,32876.0,2830000.0,NN_AdagradOptimizer,0.02,58336,1529505625.0,0.02
69.0,32969.0,2840000.0,NN_AdagradOptimizer,0.02,58336,1529505722.0,0.02
69.0,33064.0,2850000.0,NN_AdagradOptimizer,0.02,58336,1529505822.0,0.02
69.0,33155.0,2860000.0,NN_AdagradOptimizer,0.02,58336,1529505920.0,0.02
69.0,33282.0,2870000.0,NN_AdagradOptimizer,0.02,58336,1529506017.0,0.02
70.0,33401.0,2880000.0,NN_AdagradOptimizer,0.02,58336,1529506114.0,0.02
70.0,33493.0,2890000.0,NN_AdagradOptimizer,0.02,58336,1529506212.0,0.02
70.0,33576.0,2900000.0,NN_AdagradOptimizer,0.02,58336,1529506309.0,0.02
70.0,33657.0,2910000.0,NN_AdagradOptimizer,0.02,58336,1529506410.0,0.02
70.0,33748.0,2920000.0,NN_AdagradOptimizer,0.02,58336,1529506511.0,0.02
70.0,33834.0,2930000.0,NN_AdagradOptimizer,0.02,58336,1529506613.0,0.02
70.0,33928.0,2940000.0,NN_AdagradOptimizer,0.02,58336,1529506718.0,0.02
70.0,34026.0,2950000.0,NN_AdagradOptimizer,0.02,58336,1529506822.0,0.02
70.0,34124.0,2960000.0,NN_AdagradOptimizer,0.02,58336,1529506931.0,0.02
70.0,34222.0,2970000.0,NN_AdagradOptimizer,0.02,58336,1529507047.0,0.02
70.0,34311.0,2980000.0,NN_AdagradOptimizer,0.02,58336,1529507163.0,0.02
72.0,34411.0,2990000.0,NN_AdagradOptimizer,0.02,58336,1529507278.0,0.02
72.0,34523.0,3000000.0,NN_AdagradOptimizer,0.02,58336,1529507390.0,0.02
72.0,34627.0,3010000.0,NN_AdagradOptimizer,0.02,58336,1529507502.0,0.02
72.0,34741.0,3020000.0,NN_AdagradOptimizer,0.02,58336,1529507616.0,0.02
72.0,34845.0,3030000.0,NN_AdagradOptimizer,0.02,58336,1529507723.0,0.02
72.0,34948.0,3040000.0,NN_AdagradOptimizer,0.02,58336,1529507833.0,0.02
73.0,35043.0,3050000.0,NN_AdagradOptimizer,0.02,58336,1529507944.0,0.02
73.0,35173.0,3060000.0,NN_AdagradOptimizer,0.02,58336,1529508056.0,0.02
74.0,35286.0,3070000.0,NN_AdagradOptimizer,0.02,58336,1529508167.0,0.02
74.0,35408.0,3080000.0,NN_AdagradOptimizer,0.02,58336,1529508279.0,0.02
74.0,35527.0,3090000.0,NN_AdagradOptimizer,0.02,58336,1529508391.0,0.02
74.0,35653.0,3100000.0,NN_AdagradOptimizer,0.02,58336,1529508503.0,0.02
74.0,35773.0,3110000.0,NN_AdagradOptimizer,0.02,58336,1529508612.0,0.02
75.0,35890.0,3120000.0,NN_AdagradOptimizer,0.02,58336,1529508730.0,0.02
75.0,36011.0,3130000.0,NN_AdagradOptimizer,0.02,58336,1529508849.0,0.02
75.0,36137.0,3140000.0,NN_AdagradOptimizer,0.02,58336,1529508964.0,0.02
76.0,36260.0,3150000.0,NN_AdagradOptimizer,0.02,58336,1529509083.0,0.02
76.0,36413.0,3160000.0,NN_AdagradOptimizer,0.02,58336,1529509203.0,0.02
76.0,36558.0,3170000.0,NN_AdagradOptimizer,0.02,58336,1529509321.0,0.02
76.0,36672.0,3180000.0,NN_AdagradOptimizer,0.02,58336,1529509443.0,0.02
76.0,36778.0,3190000.0,NN_AdagradOptimizer,0.02,58336,1529509564.0,0.02
76.0,36909.0,3200000.0,NN_AdagradOptimizer,0.02,58336,1529509685.0,0.02
76.0,37013.0,3210000.0,NN_AdagradOptimizer,0.02,58336,1529509804.0,0.02
76.0,37146.0,3220000.0,NN_AdagradOptimizer,0.02,58336,1529509922.0,0.02
76.0,37260.0,3230000.0,NN_AdagradOptimizer,0.02,58336,1529510043.0,0.02
76.0,37380.0,3240000.0,NN_AdagradOptimizer,0.02,58336,1529510165.0,0.02
76.0,37489.0,3250000.0,NN_AdagradOptimizer,0.02,58336,1529510285.0,0.02
76.0,37623.0,3260000.0,NN_AdagradOptimizer,0.02,58336,1529510405.0,0.02
77.0,37721.0,3270000.0,NN_AdagradOptimizer,0.02,58336,1529510528.0,0.02
77.0,37849.0,3280000.0,NN_AdagradOptimizer,0.02,58336,1529510650.0,0.02
77.0,37959.0,3290000.0,NN_AdagradOptimizer,0.02,58336,1529510774.0,0.02
78.0,38058.0,3300000.0,NN_AdagradOptimizer,0.02,58336,1529510902.0,0.02
78.0,38144.0,3310000.0,NN_AdagradOptimizer,0.02,58336,1529511024.0,0.02
79.0,38261.0,3320000.0,NN_AdagradOptimizer,0.02,58336,1529511140.0,0.02
79.0,38380.0,3330000.0,NN_AdagradOptimizer,0.02,58336,1529511255.0,0.02
79.0,38493.0,3340000.0,NN_AdagradOptimizer,0.02,58336,1529511367.0,0.02
80.0,38608.0,3350000.0,NN_AdagradOptimizer,0.02,58336,1529511477.0,0.02
80.0,38724.0,3360000.0,NN_AdagradOptimizer,0.02,58336,1529511592.0,0.02
80.0,38826.0,3370000.0,NN_AdagradOptimizer,0.02,58336,1529511707.0,0.02
82.0,38939.0,3380000.0,NN_AdagradOptimizer,0.02,58336,1529511819.0,0.02
83.0,39029.0,3390000.0,NN_AdagradOptimizer,0.02,58336,1529511931.0,0.02
83.0,39132.0,3400000.0,NN_AdagradOptimizer,0.02,58336,1529512045.0,0.02
84.0,39236.0,3410000.0,NN_AdagradOptimizer,0.02,58336,1529512159.0,0.02
84.0,39359.0,3420000.0,NN_AdagradOptimizer,0.02,58336,1529512273.0,0.02
84.0,39444.0,3430000.0,NN_AdagradOptimizer,0.02,58336,1529512389.0,0.02
84.0,39531.0,3440000.0,NN_AdagradOptimizer,0.02,58336,1529512503.0,0.02
85.0,39658.0,3450000.0,NN_AdagradOptimizer,0.02,58336,1529512615.0,0.02
85.0,39779.0,3460000.0,NN_AdagradOptimizer,0.02,58336,1529512730.0,0.02
85.0,39900.0,3470000.0,NN_AdagradOptimizer,0.02,58336,1529512846.0,0.02
85.0,40002.0,3480000.0,NN_AdagradOptimizer,0.02,58336,1529512960.0,0.02
85.0,40111.0,3490000.0,NN_AdagradOptimizer,0.02,58336,1529513080.0,0.02
