Clicks,Impressions,CumClicks,CumImpressions,TotalImpressions,RecommendationSizePercent,Timestamp,Alpha,Method
0.0,59.0,0.0,59.0,460000.0,0.02,1529485209.0,0.0001,TS_Lin
1.0,388.0,1.0,447.0,470000.0,0.02,1529485282.0,0.0001,TS_Lin
2.0,375.0,3.0,822.0,480000.0,0.02,1529485354.0,0.0001,TS_Lin
0.0,346.0,3.0,1168.0,490000.0,0.02,1529485426.0,0.0001,TS_Lin
0.0,328.0,3.0,1496.0,500000.0,0.02,1529485500.0,0.0001,TS_Lin
1.0,352.0,4.0,1848.0,510000.0,0.02,1529485578.0,0.0001,TS_Lin
1.0,343.0,5.0,2191.0,520000.0,0.02,1529485659.0,0.0001,TS_Lin
0.0,340.0,5.0,2531.0,530000.0,0.02,1529485742.0,0.0001,TS_Lin
2.0,363.0,7.0,2894.0,540000.0,0.02,1529485823.0,0.0001,TS_Lin
0.0,362.0,7.0,3256.0,550000.0,0.02,1529485906.0,0.0001,TS_Lin
1.0,336.0,8.0,3592.0,560000.0,0.02,1529485990.0,0.0001,TS_Lin
0.0,351.0,8.0,3943.0,570000.0,0.02,1529486075.0,0.0001,TS_Lin
0.0,357.0,8.0,4300.0,580000.0,0.02,1529486160.0,0.0001,TS_Lin
0.0,304.0,8.0,4604.0,590000.0,0.02,1529486245.0,0.0001,TS_Lin
1.0,349.0,9.0,4953.0,600000.0,0.02,1529486326.0,0.0001,TS_Lin
0.0,338.0,9.0,5291.0,610000.0,0.02,1529486407.0,0.0001,TS_Lin
0.0,336.0,9.0,5627.0,620000.0,0.02,1529486488.0,0.0001,TS_Lin
1.0,346.0,10.0,5973.0,630000.0,0.02,1529486569.0,0.0001,TS_Lin
0.0,325.0,10.0,6298.0,640000.0,0.02,1529486652.0,0.0001,TS_Lin
1.0,297.0,11.0,6595.0,650000.0,0.02,1529486734.0,0.0001,TS_Lin
2.0,340.0,13.0,6935.0,660000.0,0.02,1529486817.0,0.0001,TS_Lin
0.0,331.0,13.0,7266.0,670000.0,0.02,1529486899.0,0.0001,TS_Lin
0.0,350.0,13.0,7616.0,680000.0,0.02,1529486983.0,0.0001,TS_Lin
2.0,387.0,15.0,8003.0,690000.0,0.02,1529487066.0,0.0001,TS_Lin
1.0,297.0,16.0,8300.0,700000.0,0.02,1529487149.0,0.0001,TS_Lin
1.0,304.0,17.0,8604.0,710000.0,0.02,1529487230.0,0.0001,TS_Lin
2.0,316.0,19.0,8920.0,720000.0,0.02,1529487314.0,0.0001,TS_Lin
0.0,354.0,19.0,9274.0,730000.0,0.02,1529487394.0,0.0001,TS_Lin
0.0,338.0,19.0,9612.0,740000.0,0.02,1529487472.0,0.0001,TS_Lin
0.0,338.0,19.0,9950.0,750000.0,0.02,1529487552.0,0.0001,TS_Lin
0.0,315.0,19.0,10265.0,760000.0,0.02,1529487630.0,0.0001,TS_Lin
1.0,371.0,20.0,10636.0,770000.0,0.02,1529487708.0,0.0001,TS_Lin
0.0,365.0,20.0,11001.0,780000.0,0.02,1529487789.0,0.0001,TS_Lin
0.0,375.0,20.0,11376.0,790000.0,0.02,1529487870.0,0.0001,TS_Lin
0.0,319.0,20.0,11695.0,800000.0,0.02,1529487950.0,0.0001,TS_Lin
1.0,319.0,21.0,12014.0,810000.0,0.02,1529488030.0,0.0001,TS_Lin
0.0,368.0,21.0,12382.0,820000.0,0.02,1529488109.0,0.0001,TS_Lin
1.0,329.0,22.0,12711.0,830000.0,0.02,1529488188.0,0.0001,TS_Lin
1.0,356.0,23.0,13067.0,840000.0,0.02,1529488267.0,0.0001,TS_Lin
1.0,399.0,24.0,13466.0,850000.0,0.02,1529488344.0,0.0001,TS_Lin
1.0,352.0,25.0,13818.0,860000.0,0.02,1529488423.0,0.0001,TS_Lin
0.0,354.0,25.0,14172.0,870000.0,0.02,1529488503.0,0.0001,TS_Lin
2.0,314.0,27.0,14486.0,880000.0,0.02,1529488582.0,0.0001,TS_Lin
1.0,336.0,28.0,14822.0,890000.0,0.02,1529488662.0,0.0001,TS_Lin
0.0,352.0,28.0,15174.0,900000.0,0.02,1529488741.0,0.0001,TS_Lin
1.0,285.0,29.0,15459.0,910000.0,0.02,1529488819.0,0.0001,TS_Lin
0.0,34.0,29.0,15493.0,920000.0,0.02,1529488893.0,0.0001,TS_Lin
0.0,42.0,29.0,15535.0,930000.0,0.02,1529488965.0,0.0001,TS_Lin
0.0,40.0,29.0,15575.0,940000.0,0.02,1529489033.0,0.0001,TS_Lin
0.0,24.0,29.0,15599.0,950000.0,0.02,1529489099.0,0.0001,TS_Lin
0.0,32.0,29.0,15631.0,960000.0,0.02,1529489162.0,0.0001,TS_Lin
0.0,26.0,29.0,15657.0,970000.0,0.02,1529489226.0,0.0001,TS_Lin
0.0,34.0,29.0,15691.0,980000.0,0.02,1529489288.0,0.0001,TS_Lin
1.0,32.0,30.0,15723.0,990000.0,0.02,1529489350.0,0.0001,TS_Lin
0.0,29.0,30.0,15752.0,1000000.0,0.02,1529489410.0,0.0001,TS_Lin
0.0,30.0,30.0,15782.0,1010000.0,0.02,1529489472.0,0.0001,TS_Lin
0.0,42.0,30.0,15824.0,1020000.0,0.02,1529489534.0,0.0001,TS_Lin
1.0,40.0,31.0,15864.0,1030000.0,0.02,1529489596.0,0.0001,TS_Lin
1.0,26.0,32.0,15890.0,1040000.0,0.02,1529489659.0,0.0001,TS_Lin
0.0,31.0,32.0,15921.0,1050000.0,0.02,1529489721.0,0.0001,TS_Lin
2.0,28.0,34.0,15949.0,1060000.0,0.02,1529489782.0,0.0001,TS_Lin
0.0,25.0,34.0,15974.0,1070000.0,0.02,1529489846.0,0.0001,TS_Lin
0.0,25.0,34.0,15999.0,1080000.0,0.02,1529489910.0,0.0001,TS_Lin
0.0,24.0,34.0,16023.0,1090000.0,0.02,1529489972.0,0.0001,TS_Lin
0.0,33.0,34.0,16056.0,1100000.0,0.02,1529490034.0,0.0001,TS_Lin
0.0,24.0,34.0,16080.0,1110000.0,0.02,1529490096.0,0.0001,TS_Lin
0.0,24.0,34.0,16104.0,1120000.0,0.02,1529490158.0,0.0001,TS_Lin
0.0,40.0,34.0,16144.0,1130000.0,0.02,1529490220.0,0.0001,TS_Lin
0.0,30.0,34.0,16174.0,1140000.0,0.02,1529490283.0,0.0001,TS_Lin
1.0,30.0,35.0,16204.0,1150000.0,0.02,1529490346.0,0.0001,TS_Lin
0.0,16.0,35.0,16220.0,1160000.0,0.02,1529490408.0,0.0001,TS_Lin
0.0,32.0,35.0,16252.0,1170000.0,0.02,1529490471.0,0.0001,TS_Lin
1.0,23.0,36.0,16275.0,1180000.0,0.02,1529490534.0,0.0001,TS_Lin
0.0,23.0,36.0,16298.0,1190000.0,0.02,1529490599.0,0.0001,TS_Lin
1.0,31.0,37.0,16329.0,1200000.0,0.02,1529490664.0,0.0001,TS_Lin
0.0,29.0,37.0,16358.0,1210000.0,0.02,1529490730.0,0.0001,TS_Lin
0.0,28.0,37.0,16386.0,1220000.0,0.02,1529490795.0,0.0001,TS_Lin
0.0,27.0,37.0,16413.0,1230000.0,0.02,1529490860.0,0.0001,TS_Lin
0.0,31.0,37.0,16444.0,1240000.0,0.02,1529490923.0,0.0001,TS_Lin
0.0,41.0,37.0,16485.0,1250000.0,0.02,1529490984.0,0.0001,TS_Lin
0.0,27.0,37.0,16512.0,1260000.0,0.02,1529491047.0,0.0001,TS_Lin
0.0,32.0,37.0,16544.0,1270000.0,0.02,1529491110.0,0.0001,TS_Lin
1.0,30.0,38.0,16574.0,1280000.0,0.02,1529491174.0,0.0001,TS_Lin
0.0,43.0,38.0,16617.0,1290000.0,0.02,1529491238.0,0.0001,TS_Lin
0.0,24.0,38.0,16641.0,1300000.0,0.02,1529491304.0,0.0001,TS_Lin
0.0,24.0,38.0,16665.0,1310000.0,0.02,1529491370.0,0.0001,TS_Lin
1.0,17.0,39.0,16682.0,1320000.0,0.02,1529491436.0,0.0001,TS_Lin
0.0,31.0,39.0,16713.0,1330000.0,0.02,1529491503.0,0.0001,TS_Lin
0.0,41.0,39.0,16754.0,1340000.0,0.02,1529491568.0,0.0001,TS_Lin
0.0,35.0,39.0,16789.0,1350000.0,0.02,1529491638.0,0.0001,TS_Lin
0.0,42.0,39.0,16831.0,1360000.0,0.02,1529491708.0,0.0001,TS_Lin
1.0,29.0,40.0,16860.0,1370000.0,0.02,1529491779.0,0.0001,TS_Lin
0.0,35.0,40.0,16895.0,1380000.0,0.02,1529491851.0,0.0001,TS_Lin
0.0,46.0,40.0,16941.0,1390000.0,0.02,1529491921.0,0.0001,TS_Lin
1.0,31.0,41.0,16972.0,1400000.0,0.02,1529491993.0,0.0001,TS_Lin
0.0,36.0,41.0,17008.0,1410000.0,0.02,1529492066.0,0.0001,TS_Lin
1.0,34.0,42.0,17042.0,1420000.0,0.02,1529492140.0,0.0001,TS_Lin
0.0,36.0,42.0,17078.0,1430000.0,0.02,1529492215.0,0.0001,TS_Lin
0.0,22.0,42.0,17100.0,1440000.0,0.02,1529492289.0,0.0001,TS_Lin
0.0,36.0,42.0,17136.0,1450000.0,0.02,1529492368.0,0.0001,TS_Lin
1.0,38.0,43.0,17174.0,1460000.0,0.02,1529492448.0,0.0001,TS_Lin
0.0,45.0,43.0,17219.0,1470000.0,0.02,1529492529.0,0.0001,TS_Lin
1.0,37.0,44.0,17256.0,1480000.0,0.02,1529492610.0,0.0001,TS_Lin
2.0,33.0,46.0,17289.0,1490000.0,0.02,1529492694.0,0.0001,TS_Lin
0.0,37.0,46.0,17326.0,1500000.0,0.02,1529492774.0,0.0001,TS_Lin
1.0,43.0,47.0,17369.0,1510000.0,0.02,1529492855.0,0.0001,TS_Lin
0.0,29.0,47.0,17398.0,1520000.0,0.02,1529492937.0,0.0001,TS_Lin
1.0,35.0,48.0,17433.0,1530000.0,0.02,1529493020.0,0.0001,TS_Lin
0.0,25.0,48.0,17458.0,1540000.0,0.02,1529493104.0,0.0001,TS_Lin
0.0,53.0,48.0,17511.0,1550000.0,0.02,1529493186.0,0.0001,TS_Lin
1.0,35.0,49.0,17546.0,1560000.0,0.02,1529493270.0,0.0001,TS_Lin
1.0,47.0,50.0,17593.0,1570000.0,0.02,1529493356.0,0.0001,TS_Lin
0.0,33.0,50.0,17626.0,1580000.0,0.02,1529493442.0,0.0001,TS_Lin
1.0,35.0,51.0,17661.0,1590000.0,0.02,1529493526.0,0.0001,TS_Lin
0.0,33.0,51.0,17694.0,1600000.0,0.02,1529493611.0,0.0001,TS_Lin
0.0,36.0,51.0,17730.0,1610000.0,0.02,1529493697.0,0.0001,TS_Lin
0.0,42.0,51.0,17772.0,1620000.0,0.02,1529493781.0,0.0001,TS_Lin
0.0,51.0,51.0,17823.0,1630000.0,0.02,1529493863.0,0.0001,TS_Lin
0.0,36.0,51.0,17859.0,1640000.0,0.02,1529493948.0,0.0001,TS_Lin
1.0,40.0,52.0,17899.0,1650000.0,0.02,1529494031.0,0.0001,TS_Lin
0.0,49.0,52.0,17948.0,1660000.0,0.02,1529494116.0,0.0001,TS_Lin
0.0,33.0,52.0,17981.0,1670000.0,0.02,1529494204.0,0.0001,TS_Lin
0.0,40.0,52.0,18021.0,1680000.0,0.02,1529494290.0,0.0001,TS_Lin
0.0,55.0,52.0,18076.0,1690000.0,0.02,1529494376.0,0.0001,TS_Lin
0.0,35.0,52.0,18111.0,1700000.0,0.02,1529494462.0,0.0001,TS_Lin
0.0,41.0,52.0,18152.0,1710000.0,0.02,1529494551.0,0.0001,TS_Lin
0.0,46.0,52.0,18198.0,1720000.0,0.02,1529494637.0,0.0001,TS_Lin
0.0,46.0,52.0,18244.0,1730000.0,0.02,1529494722.0,0.0001,TS_Lin
0.0,36.0,52.0,18280.0,1740000.0,0.02,1529494810.0,0.0001,TS_Lin
1.0,32.0,53.0,18312.0,1750000.0,0.02,1529494897.0,0.0001,TS_Lin
0.0,27.0,53.0,18339.0,1760000.0,0.02,1529494986.0,0.0001,TS_Lin
0.0,42.0,53.0,18381.0,1770000.0,0.02,1529495075.0,0.0001,TS_Lin
0.0,42.0,53.0,18423.0,1780000.0,0.02,1529495164.0,0.0001,TS_Lin
0.0,40.0,53.0,18463.0,1790000.0,0.02,1529495253.0,0.0001,TS_Lin
1.0,44.0,54.0,18507.0,1800000.0,0.02,1529495344.0,0.0001,TS_Lin
0.0,35.0,54.0,18542.0,1810000.0,0.02,1529495435.0,0.0001,TS_Lin
0.0,38.0,54.0,18580.0,1820000.0,0.02,1529495529.0,0.0001,TS_Lin
0.0,33.0,54.0,18613.0,1830000.0,0.02,1529495626.0,0.0001,TS_Lin
0.0,48.0,54.0,18661.0,1840000.0,0.02,1529495724.0,0.0001,TS_Lin
0.0,41.0,54.0,18702.0,1850000.0,0.02,1529495824.0,0.0001,TS_Lin
0.0,46.0,54.0,18748.0,1860000.0,0.02,1529495927.0,0.0001,TS_Lin
0.0,42.0,54.0,18790.0,1870000.0,0.02,1529496027.0,0.0001,TS_Lin
1.0,42.0,55.0,18832.0,1880000.0,0.02,1529496130.0,0.0001,TS_Lin
0.0,38.0,55.0,18870.0,1890000.0,0.02,1529496231.0,0.0001,TS_Lin
0.0,34.0,55.0,18904.0,1900000.0,0.02,1529496335.0,0.0001,TS_Lin
1.0,23.0,56.0,18927.0,1910000.0,0.02,1529496441.0,0.0001,TS_Lin
0.0,32.0,56.0,18959.0,1920000.0,0.02,1529496550.0,0.0001,TS_Lin
0.0,35.0,56.0,18994.0,1930000.0,0.02,1529496655.0,0.0001,TS_Lin
2.0,46.0,58.0,19040.0,1940000.0,0.02,1529496762.0,0.0001,TS_Lin
1.0,38.0,59.0,19078.0,1950000.0,0.02,1529496866.0,0.0001,TS_Lin
0.0,37.0,59.0,19115.0,1960000.0,0.02,1529496967.0,0.0001,TS_Lin
1.0,40.0,60.0,19155.0,1970000.0,0.02,1529497068.0,0.0001,TS_Lin
1.0,30.0,61.0,19185.0,1980000.0,0.02,1529497168.0,0.0001,TS_Lin
0.0,39.0,61.0,19224.0,1990000.0,0.02,1529497267.0,0.0001,TS_Lin
1.0,42.0,62.0,19266.0,2000000.0,0.02,1529497367.0,0.0001,TS_Lin
0.0,54.0,62.0,19320.0,2010000.0,0.02,1529497467.0,0.0001,TS_Lin
1.0,36.0,63.0,19356.0,2020000.0,0.02,1529497571.0,0.0001,TS_Lin
1.0,40.0,64.0,19396.0,2030000.0,0.02,1529497673.0,0.0001,TS_Lin
1.0,42.0,65.0,19438.0,2040000.0,0.02,1529497772.0,0.0001,TS_Lin
0.0,45.0,65.0,19483.0,2050000.0,0.02,1529497873.0,0.0001,TS_Lin
0.0,47.0,65.0,19530.0,2060000.0,0.02,1529497977.0,0.0001,TS_Lin
1.0,39.0,66.0,19569.0,2070000.0,0.02,1529498080.0,0.0001,TS_Lin
0.0,32.0,66.0,19601.0,2080000.0,0.02,1529498182.0,0.0001,TS_Lin
0.0,34.0,66.0,19635.0,2090000.0,0.02,1529498282.0,0.0001,TS_Lin
1.0,42.0,67.0,19677.0,2100000.0,0.02,1529498384.0,0.0001,TS_Lin
0.0,52.0,67.0,19729.0,2110000.0,0.02,1529498486.0,0.0001,TS_Lin
0.0,32.0,67.0,19761.0,2120000.0,0.02,1529498586.0,0.0001,TS_Lin
0.0,44.0,67.0,19805.0,2130000.0,0.02,1529498688.0,0.0001,TS_Lin
1.0,41.0,68.0,19846.0,2140000.0,0.02,1529498786.0,0.0001,TS_Lin
0.0,31.0,68.0,19877.0,2150000.0,0.02,1529498886.0,0.0001,TS_Lin
0.0,32.0,68.0,19909.0,2160000.0,0.02,1529498982.0,0.0001,TS_Lin
1.0,31.0,69.0,19940.0,2170000.0,0.02,1529499077.0,0.0001,TS_Lin
0.0,43.0,69.0,19983.0,2180000.0,0.02,1529499170.0,0.0001,TS_Lin
1.0,42.0,70.0,20025.0,2190000.0,0.02,1529499265.0,0.0001,TS_Lin
0.0,40.0,70.0,20065.0,2200000.0,0.02,1529499357.0,0.0001,TS_Lin
0.0,46.0,70.0,20111.0,2210000.0,0.02,1529499453.0,0.0001,TS_Lin
0.0,30.0,70.0,20141.0,2220000.0,0.02,1529499550.0,0.0001,TS_Lin
0.0,44.0,70.0,20185.0,2230000.0,0.02,1529499644.0,0.0001,TS_Lin
0.0,47.0,70.0,20232.0,2240000.0,0.02,1529499740.0,0.0001,TS_Lin
0.0,43.0,70.0,20275.0,2250000.0,0.02,1529499837.0,0.0001,TS_Lin
1.0,49.0,71.0,20324.0,2260000.0,0.02,1529499935.0,0.0001,TS_Lin
0.0,41.0,71.0,20365.0,2270000.0,0.02,1529500037.0,0.0001,TS_Lin
0.0,45.0,71.0,20410.0,2280000.0,0.02,1529500139.0,0.0001,TS_Lin
0.0,50.0,71.0,20460.0,2290000.0,0.02,1529500240.0,0.0001,TS_Lin
1.0,46.0,72.0,20506.0,2300000.0,0.02,1529500341.0,0.0001,TS_Lin
0.0,33.0,72.0,20539.0,2310000.0,0.02,1529500444.0,0.0001,TS_Lin
0.0,45.0,72.0,20584.0,2320000.0,0.02,1529500548.0,0.0001,TS_Lin
1.0,34.0,73.0,20618.0,2330000.0,0.02,1529500653.0,0.0001,TS_Lin
0.0,53.0,73.0,20671.0,2340000.0,0.02,1529500754.0,0.0001,TS_Lin
0.0,42.0,73.0,20713.0,2350000.0,0.02,1529500855.0,0.0001,TS_Lin
2.0,53.0,75.0,20766.0,2360000.0,0.02,1529500958.0,0.0001,TS_Lin
2.0,48.0,77.0,20814.0,2370000.0,0.02,1529501064.0,0.0001,TS_Lin
2.0,29.0,79.0,20843.0,2380000.0,0.02,1529501171.0,0.0001,TS_Lin
0.0,32.0,79.0,20875.0,2390000.0,0.02,1529501276.0,0.0001,TS_Lin
0.0,44.0,79.0,20919.0,2400000.0,0.02,1529501383.0,0.0001,TS_Lin
0.0,37.0,79.0,20956.0,2410000.0,0.02,1529501489.0,0.0001,TS_Lin
1.0,48.0,80.0,21004.0,2420000.0,0.02,1529501593.0,0.0001,TS_Lin
0.0,47.0,80.0,21051.0,2430000.0,0.02,1529501694.0,0.0001,TS_Lin
0.0,48.0,80.0,21099.0,2440000.0,0.02,1529501795.0,0.0001,TS_Lin
0.0,31.0,80.0,21130.0,2450000.0,0.02,1529501896.0,0.0001,TS_Lin
0.0,44.0,80.0,21174.0,2460000.0,0.02,1529502003.0,0.0001,TS_Lin
0.0,39.0,80.0,21213.0,2470000.0,0.02,1529502109.0,0.0001,TS_Lin
2.0,47.0,82.0,21260.0,2480000.0,0.02,1529502218.0,0.0001,TS_Lin
0.0,31.0,82.0,21291.0,2490000.0,0.02,1529502326.0,0.0001,TS_Lin
0.0,28.0,82.0,21319.0,2500000.0,0.02,1529502432.0,0.0001,TS_Lin
0.0,37.0,82.0,21356.0,2510000.0,0.02,1529502542.0,0.0001,TS_Lin
0.0,39.0,82.0,21395.0,2520000.0,0.02,1529502648.0,0.0001,TS_Lin
0.0,45.0,82.0,21440.0,2530000.0,0.02,1529502758.0,0.0001,TS_Lin
0.0,54.0,82.0,21494.0,2540000.0,0.02,1529502867.0,0.0001,TS_Lin
0.0,40.0,82.0,21534.0,2550000.0,0.02,1529502966.0,0.0001,TS_Lin
0.0,42.0,82.0,21576.0,2560000.0,0.02,1529503060.0,0.0001,TS_Lin
0.0,27.0,82.0,21603.0,2570000.0,0.02,1529503154.0,0.0001,TS_Lin
1.0,36.0,83.0,21639.0,2580000.0,0.02,1529503249.0,0.0001,TS_Lin
1.0,65.0,84.0,21704.0,2590000.0,0.02,1529503347.0,0.0001,TS_Lin
1.0,53.0,85.0,21757.0,2600000.0,0.02,1529503444.0,0.0001,TS_Lin
0.0,48.0,85.0,21805.0,2610000.0,0.02,1529503539.0,0.0001,TS_Lin
0.0,50.0,85.0,21855.0,2620000.0,0.02,1529503635.0,0.0001,TS_Lin
0.0,49.0,85.0,21904.0,2630000.0,0.02,1529503729.0,0.0001,TS_Lin
0.0,71.0,85.0,21975.0,2640000.0,0.02,1529503826.0,0.0001,TS_Lin
0.0,46.0,85.0,22021.0,2650000.0,0.02,1529503917.0,0.0001,TS_Lin
1.0,54.0,86.0,22075.0,2660000.0,0.02,1529504012.0,0.0001,TS_Lin
0.0,54.0,86.0,22129.0,2670000.0,0.02,1529504104.0,0.0001,TS_Lin
0.0,56.0,86.0,22185.0,2680000.0,0.02,1529504198.0,0.0001,TS_Lin
0.0,45.0,86.0,22230.0,2690000.0,0.02,1529504289.0,0.0001,TS_Lin
0.0,44.0,86.0,22274.0,2700000.0,0.02,1529504380.0,0.0001,TS_Lin
0.0,43.0,86.0,22317.0,2710000.0,0.02,1529504474.0,0.0001,TS_Lin
0.0,45.0,86.0,22362.0,2720000.0,0.02,1529504565.0,0.0001,TS_Lin
2.0,52.0,88.0,22414.0,2730000.0,0.02,1529504659.0,0.0001,TS_Lin
2.0,53.0,90.0,22467.0,2740000.0,0.02,1529504756.0,0.0001,TS_Lin
0.0,64.0,90.0,22531.0,2750000.0,0.02,1529504851.0,0.0001,TS_Lin
0.0,62.0,90.0,22593.0,2760000.0,0.02,1529504947.0,0.0001,TS_Lin
2.0,60.0,92.0,22653.0,2770000.0,0.02,1529505043.0,0.0001,TS_Lin
2.0,57.0,94.0,22710.0,2780000.0,0.02,1529505140.0,0.0001,TS_Lin
0.0,52.0,94.0,22762.0,2790000.0,0.02,1529505239.0,0.0001,TS_Lin
0.0,49.0,94.0,22811.0,2800000.0,0.02,1529505335.0,0.0001,TS_Lin
0.0,42.0,94.0,22853.0,2810000.0,0.02,1529505433.0,0.0001,TS_Lin
1.0,48.0,95.0,22901.0,2820000.0,0.02,1529505528.0,0.0001,TS_Lin
0.0,61.0,95.0,22962.0,2830000.0,0.02,1529505625.0,0.0001,TS_Lin
0.0,52.0,95.0,23014.0,2840000.0,0.02,1529505722.0,0.0001,TS_Lin
0.0,62.0,95.0,23076.0,2850000.0,0.02,1529505822.0,0.0001,TS_Lin
0.0,50.0,95.0,23126.0,2860000.0,0.02,1529505920.0,0.0001,TS_Lin
0.0,63.0,95.0,23189.0,2870000.0,0.02,1529506017.0,0.0001,TS_Lin
0.0,76.0,95.0,23265.0,2880000.0,0.02,1529506114.0,0.0001,TS_Lin
0.0,70.0,95.0,23335.0,2890000.0,0.02,1529506212.0,0.0001,TS_Lin
0.0,50.0,95.0,23385.0,2900000.0,0.02,1529506309.0,0.0001,TS_Lin
1.0,44.0,96.0,23429.0,2910000.0,0.02,1529506410.0,0.0001,TS_Lin
0.0,44.0,96.0,23473.0,2920000.0,0.02,1529506511.0,0.0001,TS_Lin
3.0,43.0,99.0,23516.0,2930000.0,0.02,1529506613.0,0.0001,TS_Lin
2.0,49.0,101.0,23565.0,2940000.0,0.02,1529506718.0,0.0001,TS_Lin
1.0,59.0,102.0,23624.0,2950000.0,0.02,1529506822.0,0.0001,TS_Lin
1.0,62.0,103.0,23686.0,2960000.0,0.02,1529506931.0,0.0001,TS_Lin
0.0,65.0,103.0,23751.0,2970000.0,0.02,1529507047.0,0.0001,TS_Lin
0.0,68.0,103.0,23819.0,2980000.0,0.02,1529507163.0,0.0001,TS_Lin
2.0,64.0,105.0,23883.0,2990000.0,0.02,1529507278.0,0.0001,TS_Lin
0.0,70.0,105.0,23953.0,3000000.0,0.02,1529507390.0,0.0001,TS_Lin
2.0,70.0,107.0,24023.0,3010000.0,0.02,1529507502.0,0.0001,TS_Lin
0.0,58.0,107.0,24081.0,3020000.0,0.02,1529507616.0,0.0001,TS_Lin
0.0,54.0,107.0,24135.0,3030000.0,0.02,1529507723.0,0.0001,TS_Lin
1.0,55.0,108.0,24190.0,3040000.0,0.02,1529507833.0,0.0001,TS_Lin
0.0,48.0,108.0,24238.0,3050000.0,0.02,1529507944.0,0.0001,TS_Lin
0.0,52.0,108.0,24290.0,3060000.0,0.02,1529508056.0,0.0001,TS_Lin
0.0,64.0,108.0,24354.0,3070000.0,0.02,1529508167.0,0.0001,TS_Lin
1.0,75.0,109.0,24429.0,3080000.0,0.02,1529508279.0,0.0001,TS_Lin
0.0,58.0,109.0,24487.0,3090000.0,0.02,1529508391.0,0.0001,TS_Lin
1.0,63.0,110.0,24550.0,3100000.0,0.02,1529508503.0,0.0001,TS_Lin
0.0,51.0,110.0,24601.0,3110000.0,0.02,1529508612.0,0.0001,TS_Lin
0.0,49.0,110.0,24650.0,3120000.0,0.02,1529508730.0,0.0001,TS_Lin
1.0,72.0,111.0,24722.0,3130000.0,0.02,1529508849.0,0.0001,TS_Lin
0.0,60.0,111.0,24782.0,3140000.0,0.02,1529508964.0,0.0001,TS_Lin
1.0,70.0,112.0,24852.0,3150000.0,0.02,1529509083.0,0.0001,TS_Lin
0.0,62.0,112.0,24914.0,3160000.0,0.02,1529509203.0,0.0001,TS_Lin
0.0,58.0,112.0,24972.0,3170000.0,0.02,1529509321.0,0.0001,TS_Lin
1.0,66.0,113.0,25038.0,3180000.0,0.02,1529509443.0,0.0001,TS_Lin
0.0,60.0,113.0,25098.0,3190000.0,0.02,1529509564.0,0.0001,TS_Lin
1.0,53.0,114.0,25151.0,3200000.0,0.02,1529509685.0,0.0001,TS_Lin
0.0,76.0,114.0,25227.0,3210000.0,0.02,1529509804.0,0.0001,TS_Lin
0.0,70.0,114.0,25297.0,3220000.0,0.02,1529509922.0,0.0001,TS_Lin
0.0,80.0,114.0,25377.0,3230000.0,0.02,1529510043.0,0.0001,TS_Lin
0.0,56.0,114.0,25433.0,3240000.0,0.02,1529510165.0,0.0001,TS_Lin
1.0,63.0,115.0,25496.0,3250000.0,0.02,1529510285.0,0.0001,TS_Lin
2.0,57.0,117.0,25553.0,3260000.0,0.02,1529510405.0,0.0001,TS_Lin
0.0,70.0,117.0,25623.0,3270000.0,0.02,1529510528.0,0.0001,TS_Lin
1.0,69.0,118.0,25692.0,3280000.0,0.02,1529510650.0,0.0001,TS_Lin
1.0,66.0,119.0,25758.0,3290000.0,0.02,1529510774.0,0.0001,TS_Lin
2.0,68.0,121.0,25826.0,3300000.0,0.02,1529510902.0,0.0001,TS_Lin
0.0,63.0,121.0,25889.0,3310000.0,0.02,1529511024.0,0.0001,TS_Lin
0.0,52.0,121.0,25941.0,3320000.0,0.02,1529511140.0,0.0001,TS_Lin
0.0,48.0,121.0,25989.0,3330000.0,0.02,1529511255.0,0.0001,TS_Lin
1.0,80.0,122.0,26069.0,3340000.0,0.02,1529511367.0,0.0001,TS_Lin
4.0,63.0,126.0,26132.0,3350000.0,0.02,1529511477.0,0.0001,TS_Lin
0.0,87.0,126.0,26219.0,3360000.0,0.02,1529511592.0,0.0001,TS_Lin
0.0,82.0,126.0,26301.0,3370000.0,0.02,1529511707.0,0.0001,TS_Lin
0.0,70.0,126.0,26371.0,3380000.0,0.02,1529511819.0,0.0001,TS_Lin
0.0,70.0,126.0,26441.0,3390000.0,0.02,1529511931.0,0.0001,TS_Lin
0.0,65.0,126.0,26506.0,3400000.0,0.02,1529512045.0,0.0001,TS_Lin
0.0,54.0,126.0,26560.0,3410000.0,0.02,1529512159.0,0.0001,TS_Lin
1.0,56.0,127.0,26616.0,3420000.0,0.02,1529512273.0,0.0001,TS_Lin
1.0,71.0,128.0,26687.0,3430000.0,0.02,1529512389.0,0.0001,TS_Lin
1.0,55.0,129.0,26742.0,3440000.0,0.02,1529512503.0,0.0001,TS_Lin
3.0,69.0,132.0,26811.0,3450000.0,0.02,1529512615.0,0.0001,TS_Lin
1.0,57.0,133.0,26868.0,3460000.0,0.02,1529512730.0,0.0001,TS_Lin
3.0,54.0,136.0,26922.0,3470000.0,0.02,1529512846.0,0.0001,TS_Lin
0.0,50.0,136.0,26972.0,3480000.0,0.02,1529512960.0,0.0001,TS_Lin
0.0,70.0,136.0,27042.0,3490000.0,0.02,1529513080.0,0.0001,TS_Lin
